loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status,age_group,income_segment,loan_amount_segment,interest_rate_segment,loan_to_income_segment,credit_history_segment,employment_length_segment,grade_risk_score,interest_risk_score,dti_risk_score,previous_default_risk_score,income_risk_score,risk_score,risk_level
26638,30,112000,Own,6.0,Venture,A,12000,7.49,0,0.11,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Medium History,6-10 Years,5,5,5,0,0,15,Low Risk
26639,30,112000,Mortgage,4.0,Personal,D,8000,16.02,0,0.07,Y,10,Non-Default,Previous Default,26-35,Upper-Mid Income,Small Loan,High Rate,Very Low DTI,Medium History,4-5 Years,35,15,5,15,0,70,High Risk
26640,32,112000,Mortgage,4.0,Education,B,14000,9.63,0,0.13,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,4-5 Years,10,5,5,0,0,20,Low Risk
26641,28,100000,Mortgage,4.0,Venture,D,25000,15.31,1,0.25,N,6,Default,No Previous Default,26-35,Mid Income,Large Loan,Medium Rate,Medium DTI,Short History,4-5 Years,35,10,10,0,0,55,High Risk
26642,27,112000,Mortgage,5.0,Personal,A,8000,6.17,0,0.07,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,4-5 Years,5,5,5,0,0,15,Low Risk
26643,28,112000,Mortgage,9.0,Homeimprovement,B,15000,11.12,0,0.13,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,6-10 Years,10,5,5,0,0,20,Low Risk
26644,29,112000,Mortgage,3.0,Personal,D,25000,14.61,0,0.22,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Medium DTI,Short History,2-3 Years,35,10,10,0,0,55,High Risk
26645,27,112000,Mortgage,9.0,Education,C,13000,13.57,0,0.12,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Medium History,6-10 Years,20,10,5,0,0,35,Medium Risk
26646,34,112123,Mortgage,2.0,Education,A,12800,8.94,0,0.11,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
26647,27,40000,Rent,0.0,Medical,A,15000,6.91,1,0.38,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,0-1 Years,5,5,20,0,0,30,Medium Risk
26648,28,112200,Mortgage,10.0,Venture,A,6800,5.79,0,0.06,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
26649,34,40000,Rent,2.0,Personal,A,15000,7.49,1,0.38,N,6,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Short History,2-3 Years,5,5,20,0,0,30,Medium Risk
26650,32,112445,Mortgage,4.0,Debtconsolidation,A,6000,5.42,0,0.05,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,4-5 Years,5,5,5,0,0,15,Low Risk
26651,33,40000,Rent,15.0,Personal,B,15000,9.88,1,0.38,N,5,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Short History,10+ Years,10,5,20,0,0,35,Medium Risk
26652,27,112500,Mortgage,4.0,Homeimprovement,D,10400,15.62,0,0.09,Y,6,Non-Default,Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,35,10,5,15,0,65,High Risk
26653,29,112500,Mortgage,11.0,Education,C,3000,13.35,0,0.03,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,10+ Years,20,10,5,0,0,35,Medium Risk
26654,27,34000,Rent,0.0,Education,E,15000,16.35,1,0.44,Y,10,Default,Previous Default,26-35,Lower-Mid Income,Medium Loan,High Rate,High DTI,Medium History,0-1 Years,50,15,20,15,0,100,Very High Risk
26655,27,112548,Mortgage,11.0,Debtconsolidation,A,24000,7.49,0,0.21,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Medium DTI,Medium History,10+ Years,5,5,10,0,0,20,Low Risk
26656,33,112732,Own,5.0,Personal,B,5000,12.69,0,0.04,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,10,10,5,0,0,25,Low Risk
26657,27,112921,Mortgage,11.0,Homeimprovement,E,19000,16.35,0,0.17,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,High Rate,Low DTI,Medium History,10+ Years,50,15,5,0,0,70,High Risk
26658,29,112992,Mortgage,13.0,Debtconsolidation,A,8000,7.49,0,0.07,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26659,32,40277,Rent,5.0,Medical,B,15000,11.71,1,0.37,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,4-5 Years,10,5,20,0,0,35,Medium Risk
26660,28,40500,Rent,9.0,Debtconsolidation,A,15000,7.88,1,0.37,N,5,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Short History,6-10 Years,5,5,20,0,0,30,Medium Risk
26661,27,113000,Mortgage,5.0,Debtconsolidation,A,6425,6.03,0,0.06,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,4-5 Years,5,5,5,0,0,15,Low Risk
26662,33,113000,Mortgage,15.0,Medical,C,5000,13.49,0,0.04,Y,9,Non-Default,Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,10+ Years,20,10,5,15,0,50,Medium Risk
26663,28,27600,Own,2.0,Homeimprovement,A,6000,8.9,0,0.22,N,8,Non-Default,No Previous Default,26-35,Low Income,Small Loan,Low Rate,Medium DTI,Medium History,2-3 Years,5,5,10,0,10,30,Medium Risk
26664,27,41000,Rent,6.0,Education,A,15000,8.49,1,0.37,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,6-10 Years,5,5,20,0,0,30,Medium Risk
26665,27,41000,Rent,0.0,Medical,B,15000,11.48,1,0.37,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,0-1 Years,10,5,20,0,0,35,Medium Risk
26666,27,36000,Rent,11.0,Homeimprovement,D,15000,16.77,1,0.42,N,9,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,High Rate,High DTI,Medium History,10+ Years,35,15,20,0,0,70,High Risk
26667,32,113000,Mortgage,0.0,Homeimprovement,E,15000,15.68,0,0.13,Y,5,Non-Default,Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,0-1 Years,50,10,5,15,0,80,Very High Risk
26668,32,113000,Mortgage,1.0,Education,A,5000,7.49,0,0.04,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
26669,27,113004,Mortgage,11.0,Venture,A,15000,8.94,0,0.13,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26670,28,113300,Mortgage,12.0,Venture,C,18000,12.99,0,0.16,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Short History,10+ Years,20,10,5,0,0,35,Medium Risk
26671,29,42000,Rent,5.0,Personal,B,15000,10.99,1,0.36,N,9,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,4-5 Years,10,5,20,0,0,35,Medium Risk
26672,27,113400,Own,6.0,Venture,B,2100,11.99,0,0.02,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,6-10 Years,10,5,5,0,0,20,Low Risk
26673,34,113500,Own,4.0,Homeimprovement,A,3000,6.39,0,0.03,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,4-5 Years,5,5,5,0,0,15,Low Risk
26674,27,113800,Mortgage,3.0,Medical,A,7500,8.63,0,0.07,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26675,33,114000,Mortgage,0.0,Education,D,16000,16.77,0,0.14,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,High Rate,Low DTI,Short History,0-1 Years,35,15,5,0,0,55,High Risk
26676,34,102000,Mortgage,0.0,Homeimprovement,C,7200,13.49,1,0.07,N,5,Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,20,10,5,0,0,35,Medium Risk
26677,28,114000,Mortgage,12.0,Venture,E,8000,18.64,0,0.07,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,High Rate,Very Low DTI,Medium History,10+ Years,50,15,5,0,0,70,High Risk
26678,30,114000,Mortgage,14.0,Medical,A,7200,6.03,0,0.06,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26679,28,114000,Mortgage,4.0,Debtconsolidation,A,12000,7.49,0,0.11,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Short History,4-5 Years,5,5,5,0,0,15,Low Risk
26680,28,114000,Mortgage,13.0,Homeimprovement,A,26000,8.49,0,0.23,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Large Loan,Low Rate,Medium DTI,Short History,10+ Years,5,5,10,0,0,20,Low Risk
26681,30,114000,Mortgage,13.0,Debtconsolidation,A,9975,5.42,0,0.09,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26682,28,27504,Own,4.0,Personal,B,2000,11.12,0,0.07,N,8,Non-Default,No Previous Default,26-35,Low Income,Very Small Loan,Low Rate,Very Low DTI,Medium History,4-5 Years,10,5,5,0,10,30,Medium Risk
26683,35,114000,Mortgage,11.0,Education,B,7000,11.49,0,0.06,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26684,27,114000,Mortgage,7.0,Education,C,20000,13.06,0,0.18,Y,8,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,6-10 Years,20,10,5,15,0,50,Medium Risk
26685,32,27500,Own,1.0,Venture,D,5000,14.59,0,0.18,Y,10,Non-Default,Previous Default,26-35,Low Income,Very Small Loan,Medium Rate,Low DTI,Medium History,0-1 Years,35,10,5,15,10,75,High Risk
26686,29,114000,Mortgage,11.0,Medical,A,14000,7.49,0,0.12,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Short History,10+ Years,5,5,5,0,0,15,Low Risk
26687,32,86700,Mortgage,16.0,Medical,D,20000,14.74,1,0.2,N,9,Default,No Previous Default,26-35,Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,10+ Years,35,10,10,0,0,55,High Risk
26688,33,114000,Mortgage,2.0,Debtconsolidation,C,21000,13.16,0,0.18,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,2-3 Years,20,10,5,0,0,35,Medium Risk
26689,28,114400,Mortgage,0.0,Personal,A,12000,7.29,0,0.1,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
26690,33,114400,Mortgage,3.0,Personal,C,20000,13.48,0,0.17,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Short History,2-3 Years,20,10,5,0,0,35,Medium Risk
26691,30,114400,Mortgage,14.0,Venture,A,8000,8.94,0,0.07,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26692,29,42500,Rent,9.0,Venture,A,15000,7.88,1,0.35,N,7,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,6-10 Years,5,5,20,0,0,30,Medium Risk
26693,33,114996,Mortgage,0.0,Personal,B,7450,11.71,0,0.06,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,10,5,5,0,0,20,Low Risk
26694,31,114996,Mortgage,8.0,Debtconsolidation,A,15000,6.92,0,0.13,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Medium History,6-10 Years,5,5,5,0,0,15,Low Risk
26695,32,103000,Mortgage,0.0,Personal,E,33000,18.64,1,0.32,N,6,Default,No Previous Default,26-35,Upper-Mid Income,Very Large Loan,High Rate,High DTI,Short History,0-1 Years,50,15,20,0,0,85,Very High Risk
26696,30,43000,Rent,3.0,Venture,A,15000,7.49,1,0.35,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,2-3 Years,5,5,20,0,0,30,Medium Risk
26697,33,115000,Mortgage,3.0,Personal,A,14000,6.03,0,0.12,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26698,28,115000,Mortgage,12.0,Education,A,22000,7.51,0,0.19,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26699,27,115000,Mortgage,11.0,Personal,B,14400,12.69,0,0.13,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,10+ Years,10,10,5,0,0,25,Low Risk
26700,29,115000,Mortgage,4.0,Venture,B,22000,12.69,0,0.19,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,4-5 Years,10,10,5,0,0,25,Low Risk
26701,27,44000,Rent,2.0,Medical,B,15000,10.99,1,0.34,N,6,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
26702,29,44000,Rent,0.0,Personal,B,15000,11.86,1,0.34,N,9,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,0-1 Years,10,5,20,0,0,35,Medium Risk
26703,31,115000,Mortgage,15.0,Medical,B,10000,12.42,0,0.09,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Short History,10+ Years,10,10,5,0,0,25,Low Risk
26704,27,44000,Rent,2.0,Medical,B,15000,11.48,1,0.34,N,5,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Short History,2-3 Years,10,5,20,0,0,35,Medium Risk
26705,28,44104,Rent,4.0,Venture,B,15000,10.99,1,0.34,N,10,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Medium History,4-5 Years,10,5,20,0,0,35,Medium Risk
26706,32,44400,Rent,5.0,Venture,D,15000,16.49,1,0.34,Y,5,Default,Previous Default,26-35,Lower-Mid Income,Medium Loan,High Rate,High DTI,Short History,4-5 Years,35,15,20,15,0,85,Very High Risk
26707,28,115000,Mortgage,11.0,Homeimprovement,A,5000,7.51,0,0.04,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26708,32,44400,Rent,13.0,Medical,A,15000,7.88,1,0.34,N,9,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Medium History,10+ Years,5,5,20,0,0,30,Medium Risk
26709,29,115000,Mortgage,13.0,Debtconsolidation,A,5000,6.03,0,0.04,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26710,32,115000,Mortgage,0.0,Homeimprovement,A,7200,7.9,0,0.06,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,0-1 Years,5,5,5,0,0,15,Low Risk
26711,28,115000,Mortgage,3.0,Medical,A,18500,7.49,0,0.16,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26712,27,115000,Mortgage,2.0,Medical,A,1000,5.99,0,0.01,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26713,33,115000,Mortgage,1.0,Debtconsolidation,A,16800,5.42,0,0.15,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
26714,28,115000,Mortgage,8.0,Medical,A,28000,7.49,0,0.24,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Large Loan,Very Low Rate,Medium DTI,Short History,6-10 Years,5,5,10,0,0,20,Low Risk
26715,28,115000,Mortgage,2.0,Personal,B,18000,10.59,0,0.16,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Low DTI,Medium History,2-3 Years,10,5,5,0,0,20,Low Risk
26716,33,115000,Mortgage,6.0,Medical,C,10500,13.49,0,0.09,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Very Low DTI,Medium History,6-10 Years,20,10,5,0,0,35,Medium Risk
26717,27,115000,Mortgage,1.0,Debtconsolidation,A,5000,8.49,0,0.04,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
26718,28,115000,Mortgage,3.0,Homeimprovement,A,25000,7.49,0,0.22,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Medium DTI,Short History,2-3 Years,5,5,10,0,0,20,Low Risk
26719,29,115000,Mortgage,3.0,Medical,C,22000,15.23,0,0.19,Y,7,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,2-3 Years,20,10,5,15,0,50,Medium Risk
26720,29,115000,Mortgage,7.0,Education,D,8100,16.49,0,0.07,Y,10,Non-Default,Previous Default,26-35,Upper-Mid Income,Small Loan,High Rate,Very Low DTI,Medium History,6-10 Years,35,15,5,15,0,70,High Risk
26721,27,115000,Mortgage,11.0,Venture,B,5000,10.99,0,0.04,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,10+ Years,10,5,5,0,0,20,Low Risk
26722,29,115000,Own,12.0,Education,D,35000,15.28,0,0.3,Y,5,Non-Default,Previous Default,26-35,Upper-Mid Income,Very Large Loan,Medium Rate,Medium DTI,Short History,10+ Years,35,10,20,15,0,80,Very High Risk
26723,29,115000,Mortgage,10.0,Venture,C,5600,13.43,0,0.05,Y,8,Non-Default,Previous Default,26-35,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Medium History,6-10 Years,20,10,5,15,0,50,Medium Risk
26724,28,115000,Mortgage,3.0,Personal,C,4500,12.68,0,0.04,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,2-3 Years,20,10,5,0,0,35,Medium Risk
26725,27,115000,Mortgage,0.0,Education,A,12000,7.29,0,0.1,N,6,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
26726,28,103000,Mortgage,12.0,Homeimprovement,C,20000,14.17,1,0.19,Y,9,Default,Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,10+ Years,20,10,5,15,0,50,Medium Risk
26727,28,115000,Mortgage,12.0,Debtconsolidation,B,18000,10.37,0,0.16,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Low DTI,Medium History,10+ Years,10,5,5,0,0,20,Low Risk
26728,27,115000,Mortgage,3.0,Homeimprovement,A,24000,7.49,0,0.21,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Very Low Rate,Medium DTI,Medium History,2-3 Years,5,5,10,0,0,20,Low Risk
26729,35,45000,Rent,3.0,Debtconsolidation,C,15000,13.48,1,0.33,N,8,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Medium History,2-3 Years,20,10,20,0,0,50,Medium Risk
26730,33,39000,Rent,4.0,Debtconsolidation,E,15000,17.56,1,0.38,Y,5,Default,Previous Default,26-35,Lower-Mid Income,Medium Loan,High Rate,High DTI,Short History,4-5 Years,50,15,20,15,0,100,Very High Risk
26731,34,115000,Mortgage,11.0,Medical,A,6000,5.79,0,0.05,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26732,31,115000,Mortgage,4.0,Venture,C,6500,13.98,0,0.06,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Medium History,4-5 Years,20,10,5,0,0,35,Medium Risk
26733,27,115000,Mortgage,11.0,Medical,A,8000,7.51,0,0.07,N,7,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,10+ Years,5,5,5,0,0,15,Low Risk
26734,33,115000,Mortgage,10.0,Medical,B,25000,11.86,0,0.22,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Large Loan,Low Rate,Medium DTI,Medium History,6-10 Years,10,5,10,0,0,25,Low Risk
26735,35,115000,Mortgage,4.0,Homeimprovement,C,7200,13.85,0,0.06,Y,10,Non-Default,Previous Default,26-35,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Medium History,4-5 Years,20,10,5,15,0,50,Medium Risk
26736,29,115000,Mortgage,3.0,Debtconsolidation,C,4000,13.48,0,0.03,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Medium History,2-3 Years,20,10,5,0,0,35,Medium Risk
26737,28,115000,Mortgage,12.0,Venture,C,16000,13.85,0,0.14,Y,8,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Medium History,10+ Years,20,10,5,15,0,50,Medium Risk
26738,27,115000,Mortgage,3.0,Education,A,6300,6.76,0,0.05,N,10,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,2-3 Years,5,5,5,0,0,15,Low Risk
26739,27,27000,Own,1.0,Venture,A,6000,8.0,0,0.22,N,6,Non-Default,No Previous Default,26-35,Low Income,Small Loan,Very Low Rate,Medium DTI,Short History,0-1 Years,5,5,10,0,10,30,Medium Risk
26740,33,115000,Own,2.0,Venture,B,14400,11.14,0,0.13,N,5,Non-Default,No Previous Default,26-35,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Short History,2-3 Years,10,5,5,0,0,20,Low Risk
26741,27,115000,Mortgage,4.0,Medical,C,9600,12.87,0,0.08,N,9,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Medium Rate,Very Low DTI,Medium History,4-5 Years,20,10,5,0,0,35,Medium Risk
26742,29,115000,Mortgage,11.0,Education,C,20000,13.79,0,0.17,Y,6,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,Medium Rate,Low DTI,Short History,10+ Years,20,10,5,15,0,50,Medium Risk
26743,32,115000,Mortgage,3.0,Education,E,20000,16.95,0,0.17,Y,7,Non-Default,Previous Default,26-35,Upper-Mid Income,Large Loan,High Rate,Low DTI,Medium History,2-3 Years,50,15,5,15,0,85,Very High Risk
26744,28,115000,Mortgage,6.0,Homeimprovement,A,10000,8.0,0,0.09,N,8,Non-Default,No Previous Default,26-35,Upper-Mid Income,Small Loan,Very Low Rate,Very Low DTI,Medium History,6-10 Years,5,5,5,0,0,15,Low Risk
