loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status
25913,29,95000,Mortgage,4.0,Debtconsolidation,A,20000,6.54,0,0.21,N,9,Non-Default,No Previous Default
25914,28,95000,Mortgage,9.0,Medical,C,5000,13.48,0,0.05,Y,7,Non-Default,Previous Default
25915,31,65000,Rent,13.0,Medical,B,13000,10.99,0,0.2,N,8,Non-Default,No Previous Default
25916,30,95000,Mortgage,14.0,Personal,B,25000,11.12,0,0.26,N,6,Non-Default,No Previous Default
25917,35,95000,Mortgage,17.0,Homeimprovement,B,15000,11.49,0,0.16,N,10,Non-Default,No Previous Default
25918,28,95000,Mortgage,0.0,Homeimprovement,A,5000,7.51,0,0.05,N,5,Non-Default,No Previous Default
25919,30,95000,Mortgage,0.0,Debtconsolidation,A,4000,7.14,0,0.04,N,10,Non-Default,No Previous Default
25920,28,95000,Mortgage,5.0,Venture,A,5000,7.88,0,0.05,N,7,Non-Default,No Previous Default
25921,32,95000,Mortgage,13.0,Homeimprovement,D,8000,14.84,0,0.08,N,9,Non-Default,No Previous Default
25922,32,95000,Mortgage,2.0,Personal,A,5000,7.51,0,0.05,N,10,Non-Default,No Previous Default
25923,28,95000,Mortgage,5.0,Education,C,12000,13.11,0,0.13,N,9,Non-Default,No Previous Default
25924,28,95000,Mortgage,0.0,Debtconsolidation,A,18000,7.88,0,0.19,N,10,Non-Default,No Previous Default
25925,28,95000,Mortgage,0.0,Medical,B,4500,10.99,0,0.05,N,7,Non-Default,No Previous Default
25926,32,65004,Rent,0.0,Debtconsolidation,C,13000,12.53,0,0.2,N,6,Non-Default,No Previous Default
25927,32,95000,Mortgage,16.0,Homeimprovement,A,9000,7.88,0,0.09,N,9,Non-Default,No Previous Default
25928,27,61000,Rent,7.0,Personal,B,13000,10.59,1,0.21,N,8,Default,No Previous Default
25929,27,95000,Mortgage,11.0,Debtconsolidation,C,18000,13.48,0,0.19,N,9,Non-Default,No Previous Default
25930,31,67000,Rent,0.0,Medical,C,13000,13.06,0,0.19,N,10,Non-Default,No Previous Default
25931,29,68000,Rent,7.0,Homeimprovement,A,13000,7.49,0,0.19,N,7,Non-Default,No Previous Default
25932,30,95000,Mortgage,0.0,Debtconsolidation,A,10000,7.51,0,0.11,N,9,Non-Default,No Previous Default
25933,31,95000,Mortgage,5.0,Homeimprovement,B,15000,11.14,0,0.16,N,5,Non-Default,No Previous Default
25934,28,70000,Rent,0.0,Medical,B,13000,12.18,0,0.19,N,7,Non-Default,No Previous Default
25935,30,95000,Mortgage,6.0,Homeimprovement,A,12000,8.94,0,0.13,N,5,Non-Default,No Previous Default
25936,34,66996,Rent,4.0,Debtconsolidation,D,13000,15.2,1,0.19,Y,9,Default,Previous Default
25937,29,76000,Rent,2.0,Venture,B,13000,10.25,0,0.17,N,8,Non-Default,No Previous Default
25938,33,77000,Rent,7.0,Homeimprovement,D,13000,15.31,0,0.17,N,7,Non-Default,No Previous Default
25939,32,78000,Rent,0.0,Venture,C,13000,12.87,0,0.17,Y,10,Non-Default,Previous Default
25940,31,95000,Mortgage,1.0,Debtconsolidation,B,25000,10.08,0,0.26,N,6,Non-Default,No Previous Default
25941,33,95000,Mortgage,1.0,Education,D,24000,12.92,0,0.25,Y,5,Non-Default,Previous Default
25942,29,84000,Rent,9.0,Debtconsolidation,C,13000,12.53,0,0.15,Y,7,Non-Default,Previous Default
25943,27,95004,Mortgage,1.0,Personal,A,15000,7.51,0,0.16,N,9,Non-Default,No Previous Default
25944,31,95004,Mortgage,3.0,Personal,D,25000,16.07,0,0.26,Y,8,Non-Default,Previous Default
25945,35,90000,Rent,4.0,Personal,A,13000,9.32,0,0.14,N,9,Non-Default,No Previous Default
25946,35,95142,Mortgage,18.0,Personal,D,12000,14.84,0,0.13,Y,9,Non-Default,Previous Default
25947,32,95200,Mortgage,15.0,Medical,A,15000,5.99,0,0.16,N,8,Non-Default,No Previous Default
25948,35,83234,Mortgage,19.0,Debtconsolidation,D,10000,18.25,1,0.12,Y,9,Default,Previous Default
25949,29,92250,Rent,2.0,Medical,B,13000,10.99,0,0.14,N,9,Non-Default,No Previous Default
25950,27,95500,Mortgage,3.0,Personal,E,20000,15.95,0,0.21,Y,6,Non-Default,Previous Default
25951,28,95680,Mortgage,12.0,Venture,A,17000,7.88,0,0.18,N,7,Non-Default,No Previous Default
25952,28,95827,Mortgage,11.0,Education,E,16000,14.5,0,0.17,N,7,Non-Default,No Previous Default
25953,30,96000,Mortgage,8.0,Education,C,18000,13.49,0,0.19,N,7,Non-Default,No Previous Default
25954,32,96000,Mortgage,9.0,Venture,A,7000,6.62,0,0.07,N,6,Non-Default,No Previous Default
25955,35,84000,Mortgage,5.0,Debtconsolidation,C,15200,15.27,1,0.18,Y,7,Default,Previous Default
25956,28,96000,Mortgage,5.0,Homeimprovement,D,11250,17.58,0,0.12,N,5,Non-Default,No Previous Default
25957,27,96000,Mortgage,12.0,Homeimprovement,E,12500,19.03,0,0.13,Y,5,Non-Default,Previous Default
25958,31,144000,Rent,0.0,Education,G,13000,21.21,1,0.09,N,6,Default,No Previous Default
25959,30,33736,Rent,5.0,Medical,C,13600,13.57,1,0.4,Y,9,Default,Previous Default
25960,30,96000,Mortgage,11.0,Education,A,7000,6.03,0,0.07,N,10,Non-Default,No Previous Default
25961,28,96000,Mortgage,12.0,Personal,B,6000,12.69,0,0.06,N,10,Non-Default,No Previous Default
25962,28,84000,Mortgage,1.0,Debtconsolidation,D,3000,15.99,1,0.04,Y,6,Default,Previous Default
25963,31,96000,Mortgage,4.0,Debtconsolidation,A,9600,5.99,0,0.1,N,10,Non-Default,No Previous Default
25964,27,96000,Mortgage,4.0,Debtconsolidation,C,2500,12.99,0,0.03,Y,10,Non-Default,Previous Default
25965,30,96000,Mortgage,14.0,Venture,A,6000,5.42,0,0.06,N,7,Non-Default,No Previous Default
25966,30,80000,Rent,5.0,Personal,B,13600,12.42,0,0.17,N,9,Non-Default,No Previous Default
25967,34,96000,Own,2.0,Venture,B,12000,11.99,0,0.13,N,6,Non-Default,No Previous Default
25968,35,33000,Own,0.0,Education,C,2000,13.98,0,0.06,Y,6,Non-Default,Previous Default
25969,35,96000,Mortgage,5.0,Medical,A,14000,7.49,0,0.15,N,10,Non-Default,No Previous Default
25970,33,96000,Mortgage,5.0,Medical,A,9000,7.49,0,0.09,N,7,Non-Default,No Previous Default
25971,31,33000,Own,6.0,Debtconsolidation,D,5000,14.96,0,0.15,N,6,Non-Default,No Previous Default
25972,31,96000,Own,3.0,Personal,B,10000,9.99,0,0.1,N,6,Non-Default,No Previous Default
25973,30,96000,Mortgage,7.0,Debtconsolidation,A,8000,6.99,0,0.08,N,10,Non-Default,No Previous Default
25974,35,88000,Rent,2.0,Personal,A,13600,7.9,0,0.15,N,6,Non-Default,No Previous Default
25975,29,71400,Mortgage,1.0,Medical,A,8000,8.49,1,0.1,N,10,Default,No Previous Default
25976,31,96000,Mortgage,15.0,Education,B,4000,10.99,0,0.04,N,8,Non-Default,No Previous Default
25977,27,44000,Rent,5.0,Education,B,13650,10.65,1,0.31,N,5,Default,No Previous Default
25978,29,96000,Mortgage,1.0,Debtconsolidation,A,11200,5.42,0,0.12,N,9,Non-Default,No Previous Default
25979,28,96000,Own,12.0,Personal,B,3000,9.63,0,0.03,N,7,Non-Default,No Previous Default
25980,28,33000,Own,1.0,Homeimprovement,D,7500,15.31,0,0.23,Y,6,Non-Default,Previous Default
25981,28,96000,Mortgage,8.0,Venture,A,10000,7.66,0,0.1,N,7,Non-Default,No Previous Default
25982,33,96000,Mortgage,0.0,Venture,C,8000,13.72,0,0.08,N,9,Non-Default,No Previous Default
25983,28,57936,Rent,2.0,Medical,D,13650,14.42,1,0.24,N,10,Default,No Previous Default
25984,31,96000,Mortgage,15.0,Homeimprovement,D,8000,14.09,0,0.08,Y,9,Non-Default,Previous Default
25985,30,96000,Mortgage,11.0,Medical,B,12000,9.99,0,0.13,N,7,Non-Default,No Previous Default
25986,33,96000,Mortgage,4.0,Debtconsolidation,B,3000,11.49,0,0.03,N,7,Non-Default,No Previous Default
25987,32,30000,Rent,1.0,Debtconsolidation,C,13750,12.73,1,0.46,Y,9,Default,Previous Default
25988,29,42000,Rent,0.0,Personal,B,13750,11.36,1,0.33,N,8,Default,No Previous Default
25989,27,96000,Own,9.0,Personal,D,5600,15.21,0,0.06,N,8,Non-Default,No Previous Default
25990,31,80000,Rent,5.0,Education,E,13750,16.7,0,0.17,N,6,Non-Default,No Previous Default
25991,33,33036,Rent,4.0,Venture,C,13800,13.47,1,0.42,Y,5,Default,Previous Default
25992,28,55000,Rent,2.0,Medical,B,13800,11.83,0,0.25,N,6,Non-Default,No Previous Default
25993,29,96000,Mortgage,4.0,Venture,A,4500,6.76,0,0.05,N,10,Non-Default,No Previous Default
25994,27,51600,Rent,2.0,Venture,C,13800,13.57,1,0.27,Y,6,Default,Previous Default
25995,30,96000,Mortgage,7.0,Personal,B,6000,11.49,0,0.06,N,6,Non-Default,No Previous Default
25996,31,96000,Mortgage,1.0,Medical,B,22500,11.36,0,0.23,N,5,Non-Default,No Previous Default
25997,27,32500,Own,3.0,Personal,A,5000,6.62,0,0.15,N,8,Non-Default,No Previous Default
25998,29,96000,Mortgage,4.0,Debtconsolidation,C,15000,13.48,0,0.16,N,6,Non-Default,No Previous Default
25999,30,96000,Mortgage,8.0,Education,B,17000,10.62,0,0.18,N,10,Non-Default,No Previous Default
26000,29,96000,Mortgage,2.0,Homeimprovement,A,10000,7.49,0,0.1,N,5,Non-Default,No Previous Default
26001,31,96000,Mortgage,4.0,Venture,C,12000,12.73,0,0.13,Y,5,Non-Default,Previous Default
26002,29,96000,Mortgage,5.0,Homeimprovement,B,12000,9.88,0,0.13,N,5,Non-Default,No Previous Default
26003,29,84000,Mortgage,6.0,Debtconsolidation,D,8000,14.96,1,0.1,N,5,Default,No Previous Default
26004,27,32496,Own,4.0,Venture,B,9200,11.86,0,0.28,N,8,Non-Default,No Previous Default
26005,30,23000,Rent,5.0,Venture,A,14000,7.88,1,0.61,N,6,Default,No Previous Default
26006,28,41400,Rent,2.0,Debtconsolidation,C,14000,13.48,1,0.34,N,6,Default,No Previous Default
26007,28,96000,Own,13.0,Education,C,15000,13.47,0,0.16,N,6,Non-Default,No Previous Default
26008,27,42000,Rent,0.0,Debtconsolidation,B,14000,9.88,1,0.33,N,5,Default,No Previous Default
26009,33,42000,Rent,12.0,Venture,D,14000,15.7,1,0.33,Y,8,Default,Previous Default
26010,27,84000,Mortgage,5.0,Personal,C,20000,12.29,1,0.24,Y,8,Default,Previous Default
26011,31,84000,Mortgage,3.0,Homeimprovement,G,25000,17.34,1,0.3,Y,5,Default,Previous Default
26012,28,42900,Rent,3.0,Personal,B,14000,11.14,1,0.33,N,5,Default,No Previous Default
26013,35,84000,Mortgage,0.0,Debtconsolidation,C,20000,11.54,1,0.24,Y,6,Default,Previous Default
26014,28,96120,Mortgage,4.0,Venture,B,15000,10.0,0,0.16,N,9,Non-Default,No Previous Default
26015,30,96300,Mortgage,1.0,Education,C,18000,13.98,0,0.19,N,9,Non-Default,No Previous Default
26016,29,96339,Mortgage,7.0,Medical,B,15000,11.36,0,0.16,N,7,Non-Default,No Previous Default
26017,28,37000,Rent,0.0,Debtconsolidation,D,14000,14.42,1,0.38,N,10,Default,No Previous Default
26018,29,43738,Rent,1.0,Medical,A,14000,7.88,1,0.32,N,6,Default,No Previous Default
26019,28,44049,Rent,3.0,Venture,B,14000,10.99,1,0.32,N,8,Default,No Previous Default
26020,29,45000,Rent,9.0,Personal,B,14000,12.69,1,0.31,N,5,Default,No Previous Default
26021,28,39000,Rent,6.0,Education,A,14000,7.9,1,0.36,N,8,Default,No Previous Default
26022,31,45000,Rent,5.0,Medical,A,14000,7.91,1,0.31,N,5,Default,No Previous Default
26023,28,96636,Mortgage,10.0,Medical,A,30000,8.49,0,0.31,N,5,Non-Default,No Previous Default
26024,31,96713,Mortgage,3.0,Debtconsolidation,A,7000,8.0,0,0.07,N,6,Non-Default,No Previous Default
26025,27,96996,Mortgage,11.0,Debtconsolidation,B,1500,10.95,0,0.02,N,10,Non-Default,No Previous Default
26026,31,45000,Rent,1.0,Medical,C,14000,13.06,1,0.31,N,6,Default,No Previous Default
26027,30,97000,Mortgage,9.0,Personal,C,5000,13.49,0,0.05,Y,9,Non-Default,Previous Default
26028,27,45000,Rent,1.0,Education,B,14000,9.76,1,0.31,N,9,Default,No Previous Default
26029,29,97000,Mortgage,13.0,Venture,C,10000,14.65,0,0.1,N,8,Non-Default,No Previous Default
26030,28,97000,Mortgage,6.0,Debtconsolidation,A,6000,7.49,0,0.06,N,10,Non-Default,No Previous Default
26031,28,97000,Mortgage,9.0,Venture,A,12000,8.49,0,0.12,N,5,Non-Default,No Previous Default
26032,31,97000,Mortgage,6.0,Debtconsolidation,A,12000,7.66,0,0.12,N,6,Non-Default,No Previous Default
26033,27,97000,Mortgage,0.0,Venture,A,12000,6.91,0,0.12,N,7,Non-Default,No Previous Default
26034,27,97000,Mortgage,11.0,Personal,B,3600,9.25,0,0.04,N,7,Non-Default,No Previous Default
26035,33,97000,Mortgage,15.0,Personal,A,20000,6.17,0,0.21,N,8,Non-Default,No Previous Default
26036,27,72250,Mortgage,11.0,Medical,D,10000,14.83,1,0.12,Y,6,Default,Previous Default
26037,35,46900,Rent,14.0,Medical,C,14000,14.27,0,0.3,Y,5,Non-Default,Previous Default
26038,29,97000,Mortgage,2.0,Venture,C,10000,12.23,0,0.1,Y,5,Non-Default,Previous Default
26039,35,97000,Mortgage,5.0,Debtconsolidation,B,16000,8.88,0,0.16,N,10,Non-Default,No Previous Default
26040,29,48880,Rent,3.0,Personal,B,14000,10.65,0,0.29,N,9,Non-Default,No Previous Default
26041,30,97000,Mortgage,5.0,Venture,D,25000,16.32,0,0.26,Y,5,Non-Default,Previous Default
26042,31,48996,Rent,9.0,Personal,C,14000,13.23,0,0.29,N,8,Non-Default,No Previous Default
26043,29,97000,Own,3.0,Venture,B,12000,11.83,0,0.12,N,5,Non-Default,No Previous Default
26044,29,97000,Own,3.0,Medical,D,14600,15.65,0,0.15,N,9,Non-Default,No Previous Default
26045,33,97000,Mortgage,0.0,Homeimprovement,D,25000,16.0,0,0.26,N,6,Non-Default,No Previous Default
26046,32,97000,Mortgage,6.0,Homeimprovement,B,5500,12.18,0,0.06,N,9,Non-Default,No Previous Default
26047,31,72250,Other,6.0,Medical,F,25000,17.03,1,0.29,Y,5,Default,Previous Default
26048,28,50000,Rent,2.0,Venture,A,14000,6.54,0,0.28,N,6,Non-Default,No Previous Default
26049,30,97192,Mortgage,3.0,Personal,A,6500,7.29,0,0.07,N,10,Non-Default,No Previous Default
26050,31,32000,Own,10.0,Venture,B,12375,9.91,0,0.39,N,7,Non-Default,No Previous Default
26051,27,97200,Mortgage,2.0,Homeimprovement,A,5500,7.49,0,0.06,N,8,Non-Default,No Previous Default
26052,27,50000,Rent,0.0,Venture,A,14000,6.54,0,0.28,N,8,Non-Default,No Previous Default
26053,33,97200,Mortgage,4.0,Personal,C,20000,12.29,0,0.21,N,9,Non-Default,No Previous Default
26054,33,97200,Mortgage,4.0,Debtconsolidation,B,4000,10.99,0,0.04,N,10,Non-Default,No Previous Default
26055,28,97296,Mortgage,12.0,Homeimprovement,B,6500,12.42,0,0.07,N,8,Non-Default,No Previous Default
26056,28,44000,Rent,7.0,Debtconsolidation,F,14000,19.04,1,0.32,N,10,Default,No Previous Default
26057,33,50000,Rent,2.0,Debtconsolidation,B,14000,10.62,0,0.28,N,9,Non-Default,No Previous Default
26058,34,44000,Rent,3.0,Debtconsolidation,D,14000,15.65,1,0.32,Y,7,Default,Previous Default
26059,28,50000,Rent,7.0,Venture,C,14000,13.79,0,0.28,Y,6,Non-Default,Previous Default
26060,35,97500,Mortgage,19.0,Medical,A,8000,5.42,0,0.08,N,9,Non-Default,No Previous Default
26061,31,97500,Mortgage,3.0,Medical,A,6000,7.51,0,0.06,N,9,Non-Default,No Previous Default
26062,31,98000,Own,7.0,Medical,C,5000,15.96,0,0.05,Y,7,Non-Default,Previous Default
26063,32,52392,Rent,9.0,Homeimprovement,B,14000,10.99,0,0.27,N,10,Non-Default,No Previous Default
26064,34,98000,Mortgage,10.0,Venture,A,16000,6.03,0,0.16,N,5,Non-Default,No Previous Default
26065,27,98000,Mortgage,4.0,Personal,B,10000,12.69,0,0.1,N,7,Non-Default,No Previous Default
26066,29,98000,Mortgage,11.0,Debtconsolidation,C,1825,14.27,0,0.02,N,6,Non-Default,No Previous Default
26067,31,98000,Own,10.0,Homeimprovement,A,5100,6.03,0,0.05,N,6,Non-Default,No Previous Default
26068,34,98000,Own,19.0,Education,B,16000,10.99,0,0.16,N,5,Non-Default,No Previous Default
26069,35,47400,Rent,2.0,Personal,D,14000,14.42,1,0.3,N,7,Default,No Previous Default
26070,32,86000,Mortgage,6.0,Debtconsolidation,E,15000,16.4,1,0.17,Y,5,Default,Previous Default
26071,27,86000,Mortgage,4.0,Homeimprovement,C,20000,13.43,1,0.23,N,5,Default,No Previous Default
26072,27,86000,Mortgage,12.0,Education,A,23000,6.17,1,0.27,N,7,Default,No Previous Default
26073,30,98000,Mortgage,12.0,Venture,B,12000,8.88,0,0.12,N,7,Non-Default,No Previous Default
26074,27,98000,Mortgage,11.0,Personal,B,17000,8.88,0,0.17,N,5,Non-Default,No Previous Default
26075,33,86000,Mortgage,6.0,Debtconsolidation,C,3600,13.98,1,0.04,N,5,Default,No Previous Default
26076,27,98000,Mortgage,5.0,Venture,B,15000,11.36,0,0.15,N,7,Non-Default,No Previous Default
26077,29,98000,Mortgage,13.0,Homeimprovement,B,14000,10.25,0,0.14,N,5,Non-Default,No Previous Default
26078,30,98000,Mortgage,2.0,Homeimprovement,A,5000,7.14,0,0.05,N,5,Non-Default,No Previous Default
26079,27,48000,Rent,9.0,Debtconsolidation,C,14000,13.79,1,0.29,N,10,Default,No Previous Default
26080,33,98000,Mortgage,3.0,Venture,B,25000,11.83,0,0.26,N,10,Non-Default,No Previous Default
26081,28,98000,Mortgage,6.0,Medical,A,1000,7.74,0,0.01,N,9,Non-Default,No Previous Default
26082,31,73100,Mortgage,0.0,Medical,E,16000,16.82,1,0.19,Y,6,Default,Previous Default
26083,29,32000,Own,1.0,Homeimprovement,A,2100,6.91,0,0.07,N,5,Non-Default,No Previous Default
26084,30,98000,Mortgage,8.0,Venture,A,3500,7.68,0,0.04,N,10,Non-Default,No Previous Default
26085,29,55000,Rent,3.0,Education,B,14000,11.48,0,0.25,N,7,Non-Default,No Previous Default
26086,29,55000,Rent,0.0,Homeimprovement,B,14000,11.58,0,0.25,N,6,Non-Default,No Previous Default
26087,33,98004,Mortgage,2.0,Venture,B,4000,10.99,0,0.04,N,9,Non-Default,No Previous Default
26088,32,98056,Mortgage,10.0,Debtconsolidation,B,6000,8.88,0,0.06,N,10,Non-Default,No Previous Default
26089,29,98080,Mortgage,8.0,Venture,B,20000,8.88,0,0.2,N,9,Non-Default,No Previous Default
26090,27,86260,Mortgage,11.0,Education,C,18000,13.72,1,0.21,Y,7,Default,Previous Default
26091,32,98300,Mortgage,3.0,Venture,C,5000,12.23,0,0.05,N,10,Non-Default,No Previous Default
26092,35,98300,Mortgage,8.0,Personal,A,15000,7.88,0,0.15,N,5,Non-Default,No Previous Default
26093,35,98320,Mortgage,15.0,Personal,B,10425,11.49,0,0.11,N,9,Non-Default,No Previous Default
26094,28,98400,Mortgage,12.0,Personal,A,1500,5.42,0,0.02,N,5,Non-Default,No Previous Default
26095,28,98400,Mortgage,12.0,Venture,D,20000,14.84,0,0.2,Y,9,Non-Default,Previous Default
26096,32,98406,Mortgage,1.0,Debtconsolidation,A,5400,9.38,0,0.05,N,6,Non-Default,No Previous Default
26097,27,56000,Rent,2.0,Medical,B,14000,10.65,0,0.25,N,7,Non-Default,No Previous Default
26098,34,98480,Mortgage,18.0,Debtconsolidation,C,2500,15.96,0,0.03,N,10,Non-Default,No Previous Default
26099,30,98700,Mortgage,12.0,Education,B,6000,10.99,0,0.06,N,6,Non-Default,No Previous Default
26100,29,98736,Own,13.0,Venture,B,9000,11.89,0,0.09,N,6,Non-Default,No Previous Default
26101,33,98784,Mortgage,3.0,Medical,B,10000,10.99,0,0.1,N,7,Non-Default,No Previous Default
26102,27,57600,Rent,3.0,Education,A,14000,7.29,0,0.24,N,8,Non-Default,No Previous Default
26103,28,99000,Own,11.0,Homeimprovement,A,8000,7.49,0,0.08,N,7,Non-Default,No Previous Default
26104,29,99000,Mortgage,13.0,Personal,A,4500,5.42,0,0.05,N,9,Non-Default,No Previous Default
26105,29,58000,Rent,4.0,Personal,A,14000,6.62,0,0.24,N,5,Non-Default,No Previous Default
26106,35,99000,Mortgage,12.0,Medical,B,3000,10.99,0,0.03,N,9,Non-Default,No Previous Default
26107,30,59004,Rent,3.0,Homeimprovement,D,14000,15.28,0,0.24,N,10,Non-Default,No Previous Default
26108,27,99000,Mortgage,5.0,Personal,A,5000,6.92,0,0.05,N,8,Non-Default,No Previous Default
26109,33,99000,Mortgage,8.0,Medical,B,24000,11.36,0,0.24,N,7,Non-Default,No Previous Default
26110,27,99000,Mortgage,4.0,Venture,A,9000,7.14,0,0.09,N,8,Non-Default,No Previous Default
26111,29,99000,Mortgage,1.0,Homeimprovement,B,6000,10.25,0,0.06,N,5,Non-Default,No Previous Default
26112,28,99000,Mortgage,12.0,Venture,B,18000,9.76,0,0.18,N,7,Non-Default,No Previous Default
26113,29,60000,Rent,2.0,Medical,A,14000,7.51,0,0.23,N,8,Non-Default,No Previous Default
26114,33,99300,Mortgage,11.0,Medical,A,7500,5.79,0,0.08,N,7,Non-Default,No Previous Default
26115,29,99400,Mortgage,3.0,Venture,A,6000,6.92,0,0.06,N,7,Non-Default,No Previous Default
26116,28,99400,Mortgage,6.0,Medical,B,4800,10.99,0,0.05,N,7,Non-Default,No Previous Default
26117,28,99518,Mortgage,10.0,Debtconsolidation,A,6500,5.99,0,0.07,N,6,Non-Default,No Previous Default
26118,32,99600,Mortgage,6.0,Education,B,5000,11.86,0,0.05,N,8,Non-Default,No Previous Default
26119,29,99780,Mortgage,14.0,Homeimprovement,B,6000,11.14,0,0.06,N,8,Non-Default,No Previous Default
26120,35,99800,Mortgage,9.0,Personal,A,8000,7.14,0,0.08,N,9,Non-Default,No Previous Default
26121,28,99996,Mortgage,6.0,Venture,A,10000,5.42,0,0.1,N,8,Non-Default,No Previous Default
26122,30,74797,Mortgage,14.0,Medical,E,4800,18.79,1,0.05,Y,7,Default,Previous Default
26123,33,99996,Mortgage,14.0,Personal,B,6000,11.11,0,0.06,N,7,Non-Default,No Previous Default
26124,31,74797,Mortgage,1.0,Medical,D,10000,15.58,1,0.11,Y,6,Default,Previous Default
26125,32,99996,Mortgage,16.0,Homeimprovement,A,7000,7.14,0,0.07,N,9,Non-Default,No Previous Default
26126,34,99996,Mortgage,18.0,Personal,A,9800,7.14,0,0.1,N,8,Non-Default,No Previous Default
26127,29,74797,Mortgage,2.0,Medical,D,15000,15.33,1,0.17,Y,10,Default,Previous Default
26128,28,62400,Rent,2.0,Venture,B,14000,10.99,0,0.22,N,10,Non-Default,No Previous Default
26129,27,99996,Mortgage,0.0,Venture,C,3000,12.84,0,0.03,N,10,Non-Default,No Previous Default
26130,27,56500,Rent,2.0,Homeimprovement,D,14000,13.87,1,0.25,N,8,Default,No Previous Default
26131,32,63000,Rent,11.0,Education,A,14000,6.91,0,0.22,N,5,Non-Default,No Previous Default
26132,27,88000,Mortgage,11.0,Homeimprovement,A,5000,8.9,1,0.06,N,9,Default,No Previous Default
26133,29,100000,Mortgage,2.0,Personal,C,5000,15.96,0,0.05,N,8,Non-Default,No Previous Default
